sr_no,member_name,state,party,term,vacation_reason,from_date,to_date,,
10,Baharul Islam Shri,Assam,Congress,03/04/1968 02/04/1974,"20/01/1972
Resignation",03/04/68,02/04/74,,
11,Baharul Islam Shri,Assam,Congress,15/06/1983 14/06/1989,Retirement,15/06/83,14/06/89,,
12,Bairagi Shri Balkavi,Madhya Pradesh,INC,30/06/1998 29/06/2004,Retirement,30/06/98,29/06/04,,
13,Bajaj Shri Rahul,Maharashtra,IND.,20/06/2006 04/07/2010,Retirement,20/06/06,04/07/10,,
14,Bajwa Shri T.S.,Jammu & Kashmir,PDP,26/11/2002 25/11/2008,Retirement,26/11/02,25/11/08,,
15,Bajwa Shri Varinder Singh,Punjab,SAD,10/04/2004 09/04/2010,Retirement,10/04/04,09/04/10,,
16,Bakht Shri Sikander,Madhya Pradesh,BJP,10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
14,Bakht Shri Sikander,Madhya Pradesh,BJP,10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
17,Balaganga Shri N.,Tamil Nadu,AIADMK,03/04/2008 02/04/2014,Retirement,03/04/08,02/04/14,,
18,Balagopal Shri K.N.,Kerala,CPI(M),03/04/2010 02/04/2016,Retirement,03/04/10,02/04/16,,
19,Balan Shri M.C.,Tamil Nadu,AIADMK,03/04/1972 02/04/1978,Retirement,03/04/72,02/04/78,,
20,Balanandan Shri E.,Kerala,CPI(M),02/07/1988 01/07/1994,Retirement,02/07/88,01/07/94,,
18,Balanandan Shri E.,Kerala,CPI(M),02/07/1994 01/07/2000,Retirement,02/07/94,01/07/00,,
21,Balaram Shri N.E.,Kerala,CPI,22/04/1985 21/04/1991,Retirement,22/04/85,21/04/91,,
19,Balaram Shri N.E.,Kerala,CPI,22/04/1991 21/04/1997,"16/07/1994
Death",22/04/91,21/04/97,,
22,Balbir Singh Shri,Punjab,CONG(I),10/04/1992 09/04/1998,Retirement,10/04/92,09/04/98,,
23,Baldev Prakash Dr.,Uttar Pradesh,BJP,05/07/1992 04/07/1998,"17/11/1992
Death",05/07/92,04/07/98,,
24,Baleshwar Dayal Shri,Madhya Pradesh,JAN,14/07/1977 09/04/1978,Retirement,14/07/77,09/04/78,,
22,Baleshwar Dayal Shri,Madhya Pradesh,JAN,10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
25,Bali Smt. Vyjayantimala,Nominated,NOM.,27/08/1993 26/08/1999,Retirement,27/08/93,26/08/99,,
26,Balihari Babu Shri,Uttar Pradesh,SP,03/04/2006 02/04/2012,"12/06/2009
Resignation",03/04/06,02/04/12,,
27,Balmik Shri Achchhey Lal,Uttar Pradesh,CONG(I),31/01/1985 04/07/1986,Retirement,31/01/85,04/07/86,,
28,Balmiki Shri Krishan Lal,Rajasthan,BJP,04/04/2006 03/04/2012,"21/04/2010
Death",04/04/06,03/04/12,,
29,Balmiki Shri Shiv Lal,Uttar Pradesh,CONG(I),16/09/1981 02/04/1982,Retirement,16/09/81,02/04/82,,
30,Balmuchu Dr. Pradeep Kumar,Jharkhand,INC,04/05/2012 03/05/2018,Retirement,04/05/12,03/05/18,,
31,Balram Das Shri,Madhya Pradesh,Congress,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
25,Balram Das Shri,Madhya Pradesh,Congress,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
32,Balu Shri T.R.,Tamil Nadu,DMK,30/06/1986 29/06/1992,Retirement,30/06/86,29/06/92,,
33,Balyawi Shri Gulam Rasool,Bihar,JD(U),23/06/2014 07/07/2016,Retirement,23/06/14,07/07/16,,
34,Banamali Babu Shri,Odisha,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
35,Banarsi Das Shri,Uttar Pradesh,JAN,03/04/1972 02/04/1978,"28/06/1977
Resignation",03/04/72,02/04/78,,
36,Bandyopadhyay Shri D.,West Bengal,AITC,19/08/2011 18/08/2017,Retirement,19/08/11,18/08/17,,
37,Banerjee Shri B.N.,Nominated,NOM.,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
38,Banerjee Shri Jaharlal,West Bengal,Congress,10/07/1975 09/07/1981,Retirement,10/07/75,09/07/81,,
39,Banerjee Shri Ritabrata,West Bengal,IND.,03/04/2014 02/04/2020,Retirement,03/04/14,02/04/20,,
40,Banerjee Shri Satyapriya,West Bengal,FB(M),03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
30,Banerjee Shri Satyapriya,West Bengal,FB(M),03/04/1956 02/04/1960,"23/03/1957
Death",03/04/56,02/04/60,,
41,Banerjee Shri Tara Shankar,Nominated,NOM.,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
42,Bangaru Laxman Shri,Gujarat,BJP,10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
43,Bansal Shri Pawan Kumar,Punjab,INC,10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
44,Bansi Lal Shri,Punjab,Congress,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
32,Bansi Lal Shri,Punjab,IND.,03/04/1976 02/04/1982,07/01/80,03/04/76,02/04/82,,
45,Barbora Shri Golap,Assam,SSP,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
46,Barik Shri Rahasbihari,Odisha,JD,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
47,Barlingay Dr. Waman Sheodas,Madhya Pradesh,Congress,13/04/1952 02/04/1956,Retirement,13/04/52,02/04/56,,
36,Barlingay Dr. Waman Sheodas,Maharashtra,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
48,Barman Shri Debendra Nath,West Bengal,CPI(M),10/07/1981 09/07/1987,Retirement,10/07/81,09/07/87,,
49,Barman Shri Prasenjit,West Bengal,CONG(I),03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
50,Barongpa Shri Sushil,Himachal Pradesh,CONG(I),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
38,Barongpa Shri Sushil,Himachal Pradesh,CONG(I),03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
51,Barooah Shri Lila Dhar,Assam,Congress,27/08/1958 02/04/1960,Retirement,27/08/58,02/04/60,,
38,Barooah Shri Lila Dhar,Assam,Congress,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
52,Barot Shri Jayantilal,Gujarat,BJP,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
53,Barthakur Smt. Usha,Assam,Congress,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
54,Barupal Smt. Jamana Devi,Rajasthan,INC,04/04/2000 03/04/2006,Retirement,04/04/00,03/04/06,,
55,Basar Shri Todak,Arunachal Pradesh,Congress,27/05/1972 26/05/1978,Retirement,27/05/72,26/05/78,,
56,Basavapunnaiah Shri Makkineni,Madras,Communist,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
40,Basavapunnaiah Shri Makkineni,Andhra Pradesh,Communist,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
40,Basavapunnaiah Shri Makkineni,Andhra Pradesh,Communist,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
57,Basavaraj Shri H.R.,Karnataka,CONG(I),10/04/1978 09/04/1984,"17/01/1980
Resignation",10/04/78,09/04/84,,
58,Basavaraju Shri M.,Karnataka,CONG(I),03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
59,Basha Shri S.M. Laljan,Andhra Pradesh,TDP,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
60,Basheer Shri Thalekkunnil,Kerala,CONG(I),20/07/1977 21/04/1979,Retirement,20/07/77,21/04/79,,
43,Basheer Shri Thalekkunnil,Kerala,CONG(I),22/04/1979 21/04/1985,29/12/84,22/04/79,21/04/85,,
61,Basu Shri Chitta,West Bengal,FB,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
45,Basu Shri Chitta,West Bengal,FB,02/12/1985 02/04/1990,"27/11/1989
Elected to Lok Sabha",02/12/85,02/04/90,,
62,Basu Shri Nilotpal,West Bengal,CPI(M),03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
47,Basu Shri Nilotpal,West Bengal,CPI(M),03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
63,Basu Shri Santosh Kumar,West Bengal,CONG(I),03/05/1957 02/04/1958,Retirement,03/05/57,02/04/58,,
48,Basu Shri Santosh Kumar,West Bengal,CONG(I),03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
64,Basumatari Shri Dharanidhar,Assam,CONG(I),15/06/1983 14/06/1989,Retirement,15/06/83,14/06/89,,
65,Basumatary Shri Amritlal,Assam,CONG (S),15/06/1989 14/06/1995,"01/08/1991
Disqualification",15/06/89,14/06/95,,
66,Basuray Shri Sunil,West Bengal,CPI(M),10/07/1987 09/07/1993,Retirement,10/07/87,09/07/93,,
67,Batra Shri Shadi Lal,Haryana,INC,04/08/2009 02/04/2012,Retirement,04/08/09,02/04/12,,
52,Batra Shri Shadi Lal,Haryana,INC,03/04/2012 02/04/2018,Retirement,03/04/12,02/04/18,,
68,Beed Shri Indra Bhushan,West Bengal,Congress,03/04/1952 02/04/1956,"02/04/1956
Retirement",03/04/52,02/04/56,,
69,Behera Shri Shashi Bhusan,Odisha,BJD,02/07/2010 01/07/2016,"28/05/2014
Resignation",02/07/10,01/07/16,,
70,Behring Shri B.D.,Manipur,JD,10/04/1990 09/04/1996,"10/04/1990
Resignation",10/04/90,09/04/96,,
71,Bekal Utsahi Shri,Uttar Pradesh,CONG(I),05/07/1986 04/07/1992,Retirement,05/07/86,04/07/92,,
72,Benegal Shri Shyam,Nominated,NOM.,16/02/2006 15/02/2012,Retirement,16/02/06,15/02/12,,
73,Beniwal Smt. Vidya,Haryana,JD,10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
74,Bernard Shri A. W. Rabi,Tamil Nadu,AIADMK,19/07/2011 29/06/2016,Retirement,19/07/11,29/06/16,,
75,Berwa Shri Jamnalal,Rajasthan,CONG(I),10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
76,Bhabhra Shri Hari Shankar,Rajasthan,BJP,10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
77,Bhadauria Smt. Sarla,Uttar Pradesh,SSP,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
78,Bhadram Shri M.V.,Andhra Pradesh,CPI,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
79,Bhagat Shri Ganpat Hiralal,Maharashtra,IND.,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
80,Bhagawati Shri B.C.,Assam,Congress,10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
81,Bhagwan Din Shri,Uttar Pradesh,CONG(I),03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
82,Bhajan Lal Shri,Haryana,CONG(I),02/08/1986 01/08/1992,"27/11/1989
Elected to Lok Sabha",02/08/86,01/08/92,,
83,Bhandare Shri Murlidhar Chandrakant,Maharashtra,CONG(I),30/06/1980 02/04/1982,Retirement,30/06/80,02/04/82,,
64,Bhandare Shri Murlidhar Chandrakant,Maharashtra,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
64,Bhandare Shri Murlidhar Chandrakant,Maharashtra,CONG(I),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
84,Bhandari Shri Sunder Singh,Rajasthan,JS,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
65,Bhandari Shri Sunder Singh,Rajasthan,JS,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
65,Bhandari Shri Sunder Singh,Uttar Pradesh,BJP,05/07/1992 04/07/1998,"26/04/1998
Resignation",05/07/92,04/07/98,,
85,Bhandary Prof. Ram Deo,Bihar,JD,08/07/1992 07/07/1998,"22/06/1998
Resignation",08/07/92,07/07/98,,
66,Bhandary Prof. Ram Deo,Bihar,RJD,11/06/1998 09/04/2002,"09/04/2002
Retirement",11/06/98,09/04/02,,
67,Bhandary Prof. Ram Deo,Bihar,RJD,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
86,Bhanj Deo Shri Prafulla Chandra,Odisha,GP,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
68,Bhanj Deo Shri Prafulla Chandra,Odisha,GP,03/04/1954 02/04/1960,"05/03/1959
Death",03/04/54,02/04/60,,
87,Bharadwaj Shri Ramchandra,Bihar,CONG(I),07/07/1980 06/07/1986,Retirement,07/07/80,06/07/86,,
88,Bharathi Smt. K. Udayabhanu,Travancore Cochin,Congress,03/04/1954 02/04/1958,Retirement,03/04/54,02/04/58,,
70,Bharathi Smt. K. Udayabhanu,Travancore Cochin,Congress,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
89,Bhardwaj Shri Hans Raj,Madhya Pradesh,CONG(I),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
72,Bhardwaj Shri Hans Raj,Madhya Pradesh,CONG(I),03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
72,Bhardwaj Shri Hans Raj,Madhya Pradesh,CONG(I),03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
73,Bhardwaj Shri Hans Raj,Madhya Pradesh,INC,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
74,Bhardwaj Shri Hans Raj,Haryana,INC,03/04/2006 02/04/2012,"29/06/2009
Resignation",03/04/06,02/04/12,,
90,Bhardwaj Shri Jagannath,Himachal Pradesh,Congress,10/04/1972 09/04/1978,"09/04/1978
Retirement",10/04/72,09/04/78,,
91,Bhardwaj Shri Suresh,Himachal Pradesh,BJP,10/04/2002 09/01/2008,"09/01/2008
Resignation",10/04/02,09/01/08,,
92,Bhargava Shri Bhagwat Narain,Uttar Pradesh,Congress,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
93,Bhargava Shri Mahabir Prasad,Uttar Pradesh,Congress,13/12/1956 02/04/1958,Retirement,13/12/56,02/04/58,,
76,Bhargava Shri Mahabir Prasad,Uttar Pradesh,Congress,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
77,Bhargava Shri Mahabir Prasad,Uttar Pradesh,IND.,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
94,Bhargava Smt. Sharda,Rajasthan,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
78,Bhargava Smt. Sharda,Rajasthan,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
78,Bhargava Smt. Sharda,Rajasthan,Congress,22/08/1963 02/04/1966,Retirement,22/08/63,02/04/66,,
95,Bhartia Smt. Shobhana,Nominated,NOM.,16/02/2006 15/02/2012,Retirement,16/02/06,15/02/12,,
96,Bhatia Shri Madan,Nominated,CONG(I),27/09/1982 26/09/1988,Retirement,27/09/82,26/09/88,,
81,Bhatia Shri Madan,Nominated,CONG(I),25/11/1988 24/11/1994,"24/11/1994
Retirement",25/11/88,24/11/94,,
97,Bhatia Shri Virendra,Uttar Pradesh,SP,03/04/2006 02/04/2012,"24/05/2010
Death",03/04/06,02/04/12,,
98,Bhatt Shri Brahmakumar,Gujarat,INC,10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
99,Bhatt Smt. Ela Ramesh,Nominated,NOM.,12/05/1986 26/09/1988,Retirement,12/05/86,26/09/88,,
100,Bhatt Shri Jitendrabhai Labhshanker,Gujarat,CONG(I),14/08/1987 13/08/1993,Retirement,14/08/87,13/08/93,,
101,Bhatt Shri Nanabhai,Saurashtra,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
102,Bhatt Shri Nand Kishore,Madhya Pradesh,Congress,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
84,Bhatt Shri Nand Kishore,Madhya Pradesh,CONG(I),10/04/1972 09/04/1978,Retirement,10/04/72,09/04/78,,
85,Bhatt Shri Nand Kishore,Madhya Pradesh,CONG(I),30/06/1980 29/06/1986,Retirement,30/06/80,29/06/86,,
103,Bhattacharjee Shri Kamalendu,Assam,CONG(I),10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
104,Bhattacharjee Shri Karnendu,Assam,INC,10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
88,Bhattacharjee Shri Karnendu,Assam,INC,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
105,Bhattacharjee Shri Nepaldev,West Bengal,CPI(M),28/09/1981 02/04/1982,Retirement,28/09/81,02/04/82,,
90,Bhattacharjee Shri Nepaldev,West Bengal,CPI(M),03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
106,Bhattacharjee Prof. Saurin,West Bengal,RSP,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
91,Bhattacharjee Prof. Saurin,West Bengal,RSP,03/04/1988 02/04/1994,Retirement,03/04/88,02/04/94,,
107,Bhattacharya Shri G.C.,Uttar Pradesh,DSP,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
108,Bhattacharya Smt. Ila,Tripura,CPI(M),03/04/1980 02/04/1986,Retirement,03/04/80,02/04/86,,
109,Bhattacharya Shri Jayanta,West Bengal,IND.,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
110,Bhattacharya Shri Manoj,West Bengal,RSP,03/04/2000 02/04/2006,Retirement,03/04/00,02/04/06,,
111,Bhendia Shri Jhumuk Lal,Madhya Pradesh,INC,30/06/1998 31/10/2000,,30/06/98,31/10/00,,
96,Bhendia Shri Jhumuk Lal,Chhattisgarh,INC,01/11/2000 29/06/2004,Reorganisation of the State,01/11/00,29/06/04,,
112,Bheron Prasad Shri,Bhopal,Congress,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
113,Bhim Raj Shri,Rajasthan,CONG(I),10/04/1978 09/04/1984,Retirement,10/04/78,09/04/84,,
97,Bhim Raj Shri,Rajasthan,CONG(I),10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
114,Bhola Prasad Shri,Bihar,CPI,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
99,Bhola Prasad Shri,Bihar,CPI,03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
115,Bhupinder Singh Shri,Punjab,AD,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
101,Bhupinder Singh Shri,Punjab,CONG(I),13/10/1976 09/04/1978,Retirement,13/10/76,09/04/78,,
116,Bhupinder Singh Shri,Punjab,IND.,06/04/1967 02/04/1970,Retirement,06/04/67,02/04/70,,
117,Bhutia Shri K.G.,Sikkim,SDF,24/02/2000 23/02/2006,"12/08/2000
Death",24/02/00,23/02/06,,
118,Bhuwalka Shri R.K.,West Bengal,Congress,09/09/1963 02/04/1968,Retirement,09/09/63,02/04/68,,
119,Bhuyan Shri Gaya Chand,Odisha,JP,03/04/1982 02/04/1988,Retirement,03/04/82,02/04/88,,
120,Bhuyan Dr. S.K.,Assam,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
121,Bindumati Devi Smt.,Uttar Pradesh,CONG(O),09/07/1967 02/04/1972,Retirement,09/07/67,02/04/72,,
122,Birla Shri Krishna Kumar,Rajasthan,IND.,10/04/1984 09/04/1990,Retirement,10/04/84,09/04/90,,
106,Birla Shri Krishna Kumar,Rajasthan,CONG(I),10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
107,Birla Shri Krishna Kumar,Rajasthan,CONG(I),10/04/1996 09/04/2002,Retirement,10/04/96,09/04/02,,
123,Bisht Shri Jashaud Singh,Uttar Pradesh,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
108,Bisht Shri Jashaud Singh,Uttar Pradesh,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
124,Bisi Shri Pramatha Nath,Nominated,NOM.,03/04/1972 02/04/1978,Retirement,03/04/72,02/04/78,,
125,Bisi Shri Sanatan,Odisha,JD,03/04/1994 02/04/2000,Retirement,03/04/94,02/04/00,,
126,Biswal Shri Ranjib,Odisha,INC,03/04/2014 02/04/2020,Retirement,03/04/14,02/04/20,,
127,Biswas Shri Charu Chandra,West Bengal,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
111,Biswas Shri Charu Chandra,West Bengal,Congress,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
128,Biswas Shri Debabrata,West Bengal,FB,03/04/1990 02/04/1996,Retirement,03/04/90,02/04/96,,
113,Biswas Shri Debabrata,West Bengal,AIFB,03/04/1996 02/04/2002,Retirement,03/04/96,02/04/02,,
113,Biswas Shri Debabrata,West Bengal,AIFB,03/04/2002 02/04/2008,Retirement,03/04/02,02/04/08,,
114,Biswas Shri Debabrata,West Bengal,AIFB,03/04/2008 02/04/2014,"23/09/2008
Resignation",03/04/08,02/04/14,,
129,Biswasroy Shri Radhakrishna,Odisha,Congress,03/04/1952 02/04/1958,"01/04/1957
Resignation",03/04/52,02/04/58,,
130,Bobdey Shri Shankarrao Bajirao,Maharashtra,Congress,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
116,Bobdey Shri Shankarrao Bajirao,Maharashtra,Congress,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
131,Bodra Shri Theodore,Bihar,JHKP,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
132,Bohidar Ms. Pramila,Odisha,BJD,03/04/2002 02/04/2008,Retirement,03/04/02,02/04/08,,
133,Bommai Shri S.R.,Odisha,JD,02/07/1992 01/07/1998,"02/04/1998
Resignation",02/07/92,01/07/98,,
119,Bommai Shri S.R.,Karnataka,JD,03/04/1998 02/04/2004,Retirement,03/04/98,02/04/04,,
134,Bora Shri Indramoni,Assam,BJP,15/06/2001 14/06/2007,Retirement,15/06/01,14/06/07,,
135,Bora Shri Pankaj,Assam,INC,16/12/2011 02/04/2016,Retirement,16/12/11,02/04/16,,
136,Borgohain Shri Drupad,Assam,CPI,03/04/1998 02/04/2004,Retirement,03/04/98,02/04/04,,
137,Borooah Shri D.K.,Assam,Congress,19/07/1973 02/04/1974,Retirement,19/07/73,02/04/74,,
121,Borooah Shri D.K.,Assam,Congress,03/04/1974 02/04/1980,"21/03/1977
Elected to Lok Sabha",03/04/74,02/04/80,,
138,Borooah Shri Lakshesvar,Assam,Congress,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
139,Bose Dr. Atindra Nath,West Bengal,PSP,03/04/1958 02/04/1964,"17/10/1961
Death",03/04/58,02/04/64,,
140,Bose Smt. Pratima,West Bengal,Congress,10/07/1975 09/07/1981,Retirement,10/07/75,09/07/81,,
141,Bose Prof. Satyendra Nath,Nominated,NOM.,03/04/1952 02/04/1954,Retirement,03/04/52,02/04/54,,
126,Bose Prof. Satyendra Nath,Nominated,NOM.,03/04/1954 02/04/1960,"02/07/1959
Resignation",03/04/54,02/04/60,,
142,Bose Shri Srinjoy,West Bengal,AITC,19/08/2011 18/08/2017,"05/02/2015
Resignation",19/08/11,18/08/17,,
143,Bose Shri Swapan Sadhan,West Bengal,AITC,19/08/2005 18/08/2011,Retirement,19/08/05,18/08/11,,
144,Brahma Shri Urkhao Gwra,Assam,IND.,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
145,Brar Sardar Narinder Singh,Punjab,AD,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
146,Budania Shri Narendra,Rajasthan,INC,04/08/2009 04/07/2010,"22/06/2010
Resignation",04/08/09,04/07/10,,
131,Budania Shri Narendra,Rajasthan,INC,15/06/2010 03/04/2012,Retirement,15/06/10,03/04/12,,
132,Budania Shri Narendra,Rajasthan,INC,04/04/2012 03/04/2018,Retirement,04/04/12,03/04/18,,
147,Budh Singh Sardar,Jammu & Kashmir,J&KNC,03/04/1952 02/04/1958,Retirement,03/04/52,02/04/58,,
132,Budh Singh Sardar,Jammu & Kashmir,J&KNC,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
148,Buragohain Smt. Bedavati,Assam,Congress,03/04/1954 02/04/1960,Retirement,03/04/54,02/04/60,,
2,Buragohain Smt. Bedavati,Assam,Congress,03/04/1960 02/04/1966,Retirement,03/04/60,02/04/66,,
149,Buragohain Shri Bhadreswar,Assam,AGP,10/04/1990 09/04/1996,Retirement,10/04/90,09/04/96,,
1,Cariappa Smt. Prema,Karnataka,INC,10/04/2002 09/04/2008,Retirement,10/04/02,09/04/08,,
2,Chagla Shri M. C.,Maharashtra,Congress,03/04/1962 02/04/1968,"17/04/1962
Resignation",03/04/62,02/04/68,,
2,Chagla Shri M. C.,Maharashtra,Congress,02/03/1964 02/04/1966,Retirement,02/03/64,02/04/66,,
3,Chagla Shri M. C.,Maharashtra,IND.,03/04/1966 02/04/1972,Retirement,03/04/66,02/04/72,,
3,Chakrabarti Dr. Rajat Kumar,West Bengal,CONG(I),03/04/1972 02/04/1978,Retirement,03/04/72,02/04/78,,
4,Chakraborty Shri Amarprosad,West Bengal,FB,03/04/1978 02/04/1984,Retirement,03/04/78,02/04/84,,
6,Chakraborty Shri Amarprosad,West Bengal,FB,03/04/1984 02/04/1990,"27/10/1985
Death",03/04/84,02/04/90,,
5,Chakraborty Shri Mithun,West Bengal,AITC,03/04/2014 02/04/2020,"28/12/2016
Resignation",03/04/14,02/04/20,,
6,Chakraborty Shri Shyamal,West Bengal,CPI(M),03/04/2008 02/04/2014,Retirement,03/04/08,02/04/14,,
7,Chakradhar Shri A.,Andhra Pradesh,O,03/04/1958 02/04/1964,Retirement,03/04/58,02/04/64,,
8,Chakravarty Smt. Bijoya,Assam,AGP,03/04/1986 02/04/1992,Retirement,03/04/86,02/04/92,,
9,Chaliha Shri Parag,Assam,AGP,15/06/1995 14/06/2001,"22/06/1999
Death",15/06/95,14/06/01,,
10,Chaman Lall Diwan,Punjab,Congress,03/04/1952 02/04/1956,Retirement,03/04/52,02/04/56,,
9,Chaman Lall Diwan,Punjab,Congress,03/04/1956 02/04/1962,Retirement,03/04/56,02/04/62,,
10,Chaman Lall Diwan,Punjab,Congress,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
11,Chanana Shri Charanjit,National Capital Territory of Delhi,CONG(I),03/04/1976 02/04/1982,Retirement,03/04/76,02/04/82,,
12,Chand Ram Shri,Haryana,CONG(I),12/03/1983 09/04/1984,Retirement,12/03/83,09/04/84,,
13,Chandra Shekhar Shri,Uttar Pradesh,PSP,03/04/1962 02/04/1968,Retirement,03/04/62,02/04/68,,
11,Chandra Shekhar Shri,Uttar Pradesh,Congress,03/04/1968 02/04/1974,Retirement,03/04/68,02/04/74,,
12,Chandra Shekhar Shri,Uttar Pradesh,IND.,03/04/1974 02/04/1980,"22/03/1977
Elected to Lok Sabha",03/04/74,02/04/80,,
14,Chandran Shri S. S.,Tamil Nadu,AIADMK,25/07/2001 24/07/2007,Retirement,25/07/01,24/07/07,,
15,Chandrasekhar Smt. Maragatham,Nominated,Congress,04/03/1970 04/02/1976,Retirement,04/03/70,04/02/76,,
14,Chandrasekhar Smt. Maragatham,Nominated,CONG(I),04/03/1976 04/02/1982,Retirement,04/03/76,04/02/82,,
15,Chandrasekhar Smt. Maragatham,Nominated,CONG(I),27/09/1982 26/09/1988,"29/12/1984
Elected to Lok Sabha",27/09/82,26/09/88,,
16,Chandrasekhar Dr. S.,Madras,Congress,03/04/1964 02/04/1970,Retirement,03/04/64,02/04/70,,
17,Chandrasekharan Shri K.,Kerala,Socialist,17/04/1967 02/04/1970,Retirement,17/04/67,02/04/70,,
18,Chandrasekharan Shri K.,Kerala,Socialist,03/04/1970 02/04/1976,Retirement,03/04/70,02/04/76,,
